Name,City,job,Salary,Time,Shift,Age,Gender,Rank,,,,
nabav shekh,Faridkot,Salesperson,150,15:00,Afternoon(12:01-16:00),slotB,Male,3006,,,,
aman,Patiala,BrandingOfProducts,400,19:00,Evening(16:01-19:00),slotA,Female,3007,,,,
harneet kaur,Patiala,Helper,400,16:00,Afternoon(12:01-16:00),slotB,Male,3008,,,,
bal kishan @ sonu,Firozpur,Painter,150,08:30,Morning(8:00-12:00),slotC,Female,3009,,,,
rahul sharma,Faridkot,Carpentering,150,19:30,Night(19:01:22:00),slotB,Male,3010,,,,
mamchand,Bathinda,Delivery,450,19:00,Evening(16:01-19:00),slotC,Male,3011,,,,
sourabh,Jalandhar,ProductsSampling,400,16:00,Afternoon(12:01-16:00),slotC,Female,3012,,,,
vipendra singh s/o mahendra singh,Malerkotla,Welding,450,16:00,Afternoon(12:01-16:00),slotC,Male,3013,,,,
suresh kumar,Khanna,BrandingOfProducts,200,17:00,Evening(16:01-19:00),slotA,Female,3014,,,,
shishram,Pathankot,Welding,400,21:00,Night(19:01:22:00),slotA,Male,3015,,,,
himanshi,Hoshiarpur,Plumbing,300,13:30,Afternoon(12:01-16:00),slotB,Male,3016,,,,
komal,Amritsar,Welding,200,09:00,Morning(8:00-12:00),slotC,Male,3017,,,,
mohmmd shahid,Malerkotla,Carpentering,350,11:30,Morning(8:00-12:00),slotA,Male,3018,,,,
rahul,Ludhiana,Electrician,150,12:30,Afternoon(12:01-16:00),slotB,Male,3019,,,,
bhatri,Pathankot,Carpentering,400,18:00,Evening(16:01-19:00),slotB,Male,3020,,,,
dipu sharma,Bathinda,Tuitions,200,11:00,Morning(8:00-12:00),slotB,Female,3021,,,,
rajpal,Khanna,Painter,400,18:30,Evening(16:01-19:00),slotB,Male,3022,,,,
suminder,Bathinda,Labour,350,15:30,Afternoon(12:01-16:00),slotC,Male,3023,,,,
anita bai,Kapurthala,Carpentering,150,17:30,Evening(16:01-19:00),slotC,Male,3024,,,,
bittu,Rajpura,Electrician,300,19:30,Night(19:01:22:00),slotB,Male,3025,,,,
kureja,Phagwara,ProductsSampling,150,18:30,Evening(16:01-19:00),slotA,Male,3026,,,,
mohd. shahdab,Faridkot,Delivery,150,15:30,Afternoon(12:01-16:00),slotC,Male,3027,,,,
manju devi,Rajpura,Packing,450,15:30,Afternoon(12:01-16:00),slotB,Female,3028,,,,
dhramender,Jalandhar,CarWashing,450,11:30,Morning(8:00-12:00),slotA,Female,3029,,,,
amit,Barnala,Welding,150,15:00,Afternoon(12:01-16:00),slotA,Male,3030,,,,
sukhbir kaur,Rajpura,Painter,150,08:00,Morning(8:00-12:00),slotA,Male,3031,,,,
imran,Pathankot,BrochureDistribution,150,20:30,Night(19:01:22:00),slotC,Female,3032,,,,
sonu,Abohar,Tuitions,450,10:00,Morning(8:00-12:00),slotA,Male,3033,,,,
damanjeet singh,Mohali,CarWashing,250,09:00,Morning(8:00-12:00),slotB,Female,3034,,,,
hazari,Bathinda,ProductsSampling,300,10:30,Morning(8:00-12:00),slotC,Male,3035,,,,
irsad khan,Amritsar,CarWashing,250,09:30,Morning(8:00-12:00),slotC,Male,3036,,,,
sany@aman,Amritsar,Welding,450,17:00,Evening(16:01-19:00),slotB,Male,3037,,,,
jai ram tiwari,Malerkotla,CarWashing,200,21:00,Night(19:01:22:00),slotA,Male,3038,,,,
shubham yadav,Muktsar,Helper,200,15:00,Afternoon(12:01-16:00),slotA,Female,3039,,,,
tamsa,Amritsar,ProductsSampling,300,15:30,Afternoon(12:01-16:00),slotB,Female,3040,,,,
bhushan sahay,Khanna,Electrician,450,15:30,Afternoon(12:01-16:00),slotB,Male,3041,,,,
jeeya lal,Amritsar,CarWashing,200,09:30,Morning(8:00-12:00),slotC,Male,3042,,,,
jagat singh,Pathankot,Packing,150,15:00,Afternoon(12:01-16:00),slotA,Male,3043,,,,
boby kumar yadav,Jalandhar,Promotions,400,18:30,Evening(16:01-19:00),slotB,Male,3044,,,,
rakesh kumar,Batala,Salesperson,250,13:00,Afternoon(12:01-16:00),slotA,Male,3045,,,,
babu lal,Hoshiarpur,Electrician,300,14:00,Afternoon(12:01-16:00),slotB,Male,3046,,,,
krishana,Faridkot,Salesperson,150,10:30,Morning(8:00-12:00),slotC,Male,3047,,,,
amkit,Moga,Sweeping,150,17:00,Evening(16:01-19:00),slotA,Male,3048,,,,
tahir,Phagwara,Helper,350,10:00,Morning(8:00-12:00),slotA,Male,3049,,,,
bindiya,Sunam,CarWashing,400,11:30,Morning(8:00-12:00),slotC,Female,3050,,,,
jaya saini,Firozpur,Painter,350,18:00,Evening(16:01-19:00),slotA,Male,3051,,,,
raman @ rancho,Patiala,Delivery,250,12:00,Morning(8:00-12:00),slotC,Female,3052,,,,
ramsurat,Abohar,Delivery,300,20:00,Night(19:01:22:00),slotB,Female,3053,,,,
sahar bano,Patiala,Helper,450,16:30,Evening(16:01-19:00),slotA,Male,3054,,,,
hariom,Muktsar,Painter,400,20:00,Night(19:01:22:00),slotB,Male,3055,,,,
rajan,Ludhiana,Delivery,400,16:30,Evening(16:01-19:00),slotB,Female,3056,,,,
kishan lal,Kapurthala,ProductsSampling,350,12:00,Morning(8:00-12:00),slotB,Female,3057,,,,
pulkit,Rajpura,BrochureDistribution,300,13:00,Afternoon(12:01-16:00),slotA,Male,3058,,,,
kusum,Firozpur,Painter,350,10:00,Morning(8:00-12:00),slotC,Male,3059,,,,
mohd nihal,Barnala,Electrician,350,20:30,Night(19:01:22:00),slotA,Male,3060,,,,
kanta prasad,Sunam,Sweeping,200,08:00,Morning(8:00-12:00),slotC,Male,3061,,,,
akash malik,Phagwara,Helper,400,21:30,Night(19:01:22:00),slotC,Male,3062,,,,
rajpal,Jalandhar,Helper,400,18:30,Evening(16:01-19:00),slotB,Male,3063,,,,
bansilal,Batala,Packing,350,10:30,Morning(8:00-12:00),slotC,Male,3064,,,,
sameer,Firozpur,Painter,250,12:00,Morning(8:00-12:00),slotA,Male,3065,,,,
gulshad,Kapurthala,BrandingOfProducts,200,19:30,Night(19:01:22:00),slotC,Male,3066,,,,
manisha,Hoshiarpur,Plumbing,200,13:30,Afternoon(12:01-16:00),slotC,Male,3067,,,,
tarif,Rajpura,Welding,450,11:30,Morning(8:00-12:00),slotB,Male,3068,,,,
vicky,Faridkot,Delivery,300,19:30,Night(19:01:22:00),slotA,Female,3069,,,,
rajesh,Muktsar,Welding,300,12:30,Afternoon(12:01-16:00),slotB,Male,3070,,,,
raj rani,Firozpur,Painter,200,17:30,Evening(16:01-19:00),slotC,Female,3071,,,,
mohammad ali imam,Kapurthala,Welding,350,08:30,Morning(8:00-12:00),slotB,Male,3072,,,,
himani,Phagwara,BrandingOfProducts,300,14:30,Afternoon(12:01-16:00),slotA,Male,3073,,,,
aman,Khanna,ProductsSampling,200,16:00,Afternoon(12:01-16:00),slotC,Male,3074,,,,
vashudev,Firozpur,CarWashing,450,15:30,Afternoon(12:01-16:00),slotA,Male,3075,,,,
rizwan,Batala,Labour,450,21:00,Night(19:01:22:00),slotB,Male,3076,,,,
matadeen,Mohali,Welding,400,20:00,Night(19:01:22:00),slotA,Male,3077,,,,
ram parkash teneja,Pathankot,Salesperson,450,15:30,Afternoon(12:01-16:00),slotA,Male,3078,,,,
heena,Faridkot,Tuitions,150,11:30,Morning(8:00-12:00),slotC,Male,3079,,,,
chanden,Malerkotla,Painter,200,20:00,Night(19:01:22:00),slotC,Male,3080,,,,
deepchand,Moga,Sweeping,300,17:30,Evening(16:01-19:00),slotA,Male,3081,,,,
vikash,Malerkotla,Electrician,200,16:30,Evening(16:01-19:00),slotB,Male,3082,,,,
shajiya,Amritsar,Welding,150,19:00,Evening(16:01-19:00),slotA,Male,3083,,,,
raja,Kapurthala,Painter,400,21:00,Night(19:01:22:00),slotA,Female,3084,,,,
mohit,Pathankot,Electrician,400,15:00,Afternoon(12:01-16:00),slotA,Male,3085,,,,
radhika,Barnala,Electrician,450,14:30,Afternoon(12:01-16:00),slotA,Male,3086,,,,
pallavi,Pathankot,ProductsSampling,300,14:00,Afternoon(12:01-16:00),slotB,Female,3087,,,,
chumki,Bathinda,Promotions,350,15:30,Afternoon(12:01-16:00),slotA,Female,3088,,,,
surjeet,Sunam,Delivery,450,11:00,Morning(8:00-12:00),slotA,Female,3089,,,,
rafiq ahmed,Mohali,Helper,350,16:00,Afternoon(12:01-16:00),slotB,Male,3090,,,,
kripya minch,Malerkotla,BrandingOfProducts,400,19:30,Night(19:01:22:00),slotB,Male,3091,,,,
mohd. shokat,Batala,Salesperson,150,12:00,Morning(8:00-12:00),slotB,Male,3092,,,,
ketan,Firozpur,Delivery,250,18:30,Evening(16:01-19:00),slotB,Female,3093,,,,
swati thakur,Malerkotla,BrochureDistribution,450,16:30,Evening(16:01-19:00),slotA,Male,3094,,,,
anwari,Amritsar,Salesperson,250,15:30,Afternoon(12:01-16:00),slotC,Male,3095,,,,
rupesh,Malerkotla,ProductsSampling,300,16:00,Afternoon(12:01-16:00),slotB,Male,3096,,,,
bilal,Moga,Tuitions,400,13:00,Afternoon(12:01-16:00),slotA,Female,3097,,,,
rakesh sarkar,Malerkotla,CarWashing,350,12:30,Afternoon(12:01-16:00),slotB,Male,3098,,,,
saroj,Amritsar,Helper,400,14:30,Afternoon(12:01-16:00),slotA,Male,3099,,,,
suraj singh,Muktsar,Plumbing,250,16:00,Afternoon(12:01-16:00),slotA,Male,3100,,,,
sanavvar,Sunam,Packing,300,08:30,Morning(8:00-12:00),slotC,Male,3101,,,,
sanu,Hoshiarpur,ProductsSampling,350,20:30,Night(19:01:22:00),slotB,Male,3102,,,,
santosh,Hoshiarpur,Packing,200,19:30,Night(19:01:22:00),slotA,Female,3103,,,,
kripal singh,Barnala,BrandingOfProducts,350,19:30,Night(19:01:22:00),slotC,Female,3104,,,,
sandeep kumar,Mohali,CarWashing,350,16:00,Afternoon(12:01-16:00),slotA,Female,3105,,,,
radha,Patiala,Packing,350,17:30,Evening(16:01-19:00),slotB,Male,3106,,,,
raj kumar,Rajpura,BrandingOfProducts,250,19:30,Night(19:01:22:00),slotC,Male,3107,,,,
raj kumari,Khanna,Tuitions,400,12:00,Morning(8:00-12:00),slotB,Female,3108,,,,
ram chander jha,Ludhiana,Promotions,450,09:00,Morning(8:00-12:00),slotA,Male,3109,,,,
raja devi,Malerkotla,Promotions,400,21:00,Night(19:01:22:00),slotC,Male,3110,,,,
naeem khan,Phagwara,Salesperson,350,18:30,Evening(16:01-19:00),slotA,Male,3111,,,,
radha raman,Mohali,Packing,400,18:30,Evening(16:01-19:00),slotA,Male,3112,,,,
raman sharma,Moga,Electrician,400,09:30,Morning(8:00-12:00),slotA,Male,3113,,,,
akhil kumar,Muktsar,Painter,350,12:00,Morning(8:00-12:00),slotC,Male,3114,,,,
saneha,Khanna,Labour,150,11:00,Morning(8:00-12:00),slotC,Male,3115,,,,
nitin parkash,Jalandhar,Promotions,250,13:30,Afternoon(12:01-16:00),slotA,Male,3116,,,,
sandeep kumar,Patiala,Labour,350,10:30,Morning(8:00-12:00),slotB,Male,3117,,,,
raj kumari,Sunam,Helper,300,19:30,Night(19:01:22:00),slotB,Female,3118,,,,
deepak,Hoshiarpur,Salesperson,250,17:30,Evening(16:01-19:00),slotB,Male,3119,,,,
sahiba,Bathinda,Delivery,350,19:00,Evening(16:01-19:00),slotA,Male,3120,,,,
rakesh kumar garg,Moga,Delivery,150,13:30,Afternoon(12:01-16:00),slotB,Male,3121,,,,
irfan @ bhola,Batala,ProductsSampling,250,20:00,Night(19:01:22:00),slotB,Male,3122,,,,
shri kant ghore,Sunam,Plumbing,300,08:30,Morning(8:00-12:00),slotB,Male,3123,,,,
kaushar,Malerkotla,Plumbing,450,11:30,Morning(8:00-12:00),slotB,Male,3124,,,,
sonali,Barnala,Sweeping,200,15:00,Afternoon(12:01-16:00),slotC,Male,3125,,,,
komal,Barnala,Tuitions,250,13:30,Afternoon(12:01-16:00),slotA,Female,3126,,,,
satender,Batala,Plumbing,300,12:00,Morning(8:00-12:00),slotC,Male,3127,,,,
durgesh,Faridkot,CarWashing,450,20:00,Night(19:01:22:00),slotA,Male,3128,,,,
ashu,Jalandhar,Packing,450,08:30,Morning(8:00-12:00),slotA,Female,3129,,,,
liyakat ali,Mohali,Labour,400,21:30,Night(19:01:22:00),slotB,Male,3130,,,,
khalil maziz,Khanna,Painter,150,15:30,Afternoon(12:01-16:00),slotA,Male,3131,,,,
mangat singh,Amritsar,Welding,250,15:30,Afternoon(12:01-16:00),slotC,Male,3132,,,,
nikita senger,Mohali,Carpentering,400,09:00,Morning(8:00-12:00),slotC,Male,3133,,,,
nazmin,Ludhiana,Carpentering,150,17:30,Evening(16:01-19:00),slotC,Male,3134,,,,
radha,Malerkotla,Electrician,250,19:30,Night(19:01:22:00),slotC,Male,3135,,,,
tekchand,Firozpur,Plumbing,400,18:30,Evening(16:01-19:00),slotC,Male,3136,,,,
bhavesh dass,Bathinda,Plumbing,150,19:00,Evening(16:01-19:00),slotA,Male,3137,,,,
mohd shakib,Rajpura,Sweeping,250,21:30,Night(19:01:22:00),slotA,Male,3138,,,,
rakshit ghai,Pathankot,Painter,400,13:00,Afternoon(12:01-16:00),slotC,Male,3139,,,,
shish pal,Rajpura,Tuitions,300,19:30,Night(19:01:22:00),slotB,Female,3140,,,,
deepak kumar mishra,Batala,Promotions,350,17:00,Evening(16:01-19:00),slotB,Male,3141,,,,
anshu,Faridkot,Welding,350,10:00,Morning(8:00-12:00),slotA,Male,3142,,,,
abhishek,Moga,Painter,300,14:30,Afternoon(12:01-16:00),slotA,Female,3143,,,,
laxmi narayan,Hoshiarpur,Plumbing,150,12:00,Morning(8:00-12:00),slotA,Male,3144,,,,
deep,Pathankot,Delivery,250,19:30,Night(19:01:22:00),slotB,Male,3145,,,,
rakesh gupta,Rajpura,Helper,200,09:00,Morning(8:00-12:00),slotA,Female,3146,,,,
barjraj,Khanna,Helper,250,10:30,Morning(8:00-12:00),slotB,Female,3147,,,,
jay dev jha,Ludhiana,Delivery,300,15:00,Afternoon(12:01-16:00),slotB,Male,3148,,,,
baldev,Barnala,Electrician,250,13:30,Afternoon(12:01-16:00),slotA,Male,3149,,,,
radheyshyam saini,Mohali,Painter,350,09:30,Morning(8:00-12:00),slotB,Male,3150,,,,
pankaj kumar,Pathankot,Welding,450,13:30,Afternoon(12:01-16:00),slotA,Male,3151,,,,
suresh kumar jain,Mohali,Promotions,450,15:30,Afternoon(12:01-16:00),slotC,Female,3152,,,,
amardeep,Faridkot,Plumbing,400,17:00,Evening(16:01-19:00),slotA,Male,3153,,,,
surgayan kanwar,Phagwara,Promotions,150,17:30,Evening(16:01-19:00),slotA,Female,3154,,,,
jyoti,Amritsar,Labour,300,10:30,Morning(8:00-12:00),slotC,Male,3155,,,,
yogesh shukla,Patiala,Plumbing,350,10:30,Morning(8:00-12:00),slotA,Male,3156,,,,
chandesh,Jalandhar,Plumbing,400,20:00,Night(19:01:22:00),slotA,Male,3157,,,,
dhanna lal,Muktsar,Helper,300,15:30,Afternoon(12:01-16:00),slotB,Male,3158,,,,
sandeep,Abohar,Promotions,450,12:00,Morning(8:00-12:00),slotC,Male,3159,,,,
geeta devi,Ludhiana,Helper,450,10:30,Morning(8:00-12:00),slotC,Male,3160,,,,
ajay @ ajju,Mohali,ProductsSampling,400,13:30,Afternoon(12:01-16:00),slotC,Female,3161,,,,
prahlad,Mohali,BrandingOfProducts,400,21:30,Night(19:01:22:00),slotB,Male,3162,,,,
aman bhatt,Barnala,BrochureDistribution,250,11:30,Morning(8:00-12:00),slotA,Male,3163,,,,
shiva,Patiala,Plumbing,350,09:30,Morning(8:00-12:00),slotC,Male,3164,,,,
anil kumar,Amritsar,Helper,400,13:30,Afternoon(12:01-16:00),slotB,Male,3165,,,,
sunil,Pathankot,ProductsSampling,250,10:30,Morning(8:00-12:00),slotA,Male,3166,,,,
kumari meera,Sunam,Salesperson,150,17:30,Evening(16:01-19:00),slotB,Male,3167,,,,
pinki,Barnala,Painter,250,14:00,Afternoon(12:01-16:00),slotA,Male,3168,,,,
midda,Barnala,Packing,350,14:30,Afternoon(12:01-16:00),slotA,Male,3169,,,,
mahipal,Bathinda,Carpentering,350,14:30,Afternoon(12:01-16:00),slotA,Male,3170,,,,
sahil tigga,Batala,BrandingOfProducts,450,16:30,Evening(16:01-19:00),slotC,Male,3171,,,,
rajan,Phagwara,Helper,450,11:00,Morning(8:00-12:00),slotB,Female,3172,,,,
shashi @ kajal,Batala,ProductsSampling,250,15:00,Afternoon(12:01-16:00),slotB,Female,3173,,,,
pinki,Jalandhar,Labour,300,19:30,Night(19:01:22:00),slotA,Male,3174,,,,
neelam,Amritsar,Welding,450,10:00,Morning(8:00-12:00),slotB,Male,3175,,,,
ajay kumar,Jalandhar,Promotions,400,11:30,Morning(8:00-12:00),slotB,Male,3176,,,,
raghunandan das,Khanna,ProductsSampling,400,14:00,Afternoon(12:01-16:00),slotB,Female,3177,,,,
jyoti,Malerkotla,Painter,150,18:30,Evening(16:01-19:00),slotA,Male,3178,,,,
sanjeev,Patiala,Tuitions,200,14:00,Afternoon(12:01-16:00),slotA,Male,3179,,,,
aditya,Batala,Welding,200,14:00,Afternoon(12:01-16:00),slotC,Male,3180,,,,
mustkeem,Malerkotla,Promotions,350,11:00,Morning(8:00-12:00),slotC,Male,3181,,,,
rajesh,Malerkotla,Labour,350,19:00,Evening(16:01-19:00),slotB,Male,3182,,,,
mohd sajad ali,Barnala,Packing,150,14:30,Afternoon(12:01-16:00),slotC,Male,3183,,,,
rajesh kumar,Muktsar,Packing,400,21:00,Night(19:01:22:00),slotC,Female,3184,,,,
kanheya,Rajpura,Welding,250,16:00,Afternoon(12:01-16:00),slotB,Male,3185,,,,
vikash,Patiala,Labour,450,08:00,Morning(8:00-12:00),slotB,Male,3186,,,,
deepali,Patiala,Delivery,150,20:30,Night(19:01:22:00),slotC,Male,3187,,,,
birij kisor,Patiala,Labour,150,13:30,Afternoon(12:01-16:00),slotC,Male,3188,,,,
nandni,Kapurthala,Salesperson,350,15:30,Afternoon(12:01-16:00),slotA,Male,3189,,,,
rima,Pathankot,Delivery,350,17:00,Evening(16:01-19:00),slotC,Female,3190,,,,
gytri  garg,Phagwara,CarWashing,200,20:30,Night(19:01:22:00),slotC,Female,3191,,,,
pardeep kumar,Kapurthala,Promotions,200,11:30,Morning(8:00-12:00),slotC,Female,3192,,,,
seema,Rajpura,Carpentering,200,17:30,Evening(16:01-19:00),slotA,Male,3193,,,,
navneet,Faridkot,BrandingOfProducts,300,10:00,Morning(8:00-12:00),slotA,Female,3194,,,,
rishi,Faridkot,Sweeping,450,14:00,Afternoon(12:01-16:00),slotC,Male,3195,,,,
rakesh singh,Khanna,Plumbing,250,17:30,Evening(16:01-19:00),slotC,Male,3196,,,,
jitender,Batala,Salesperson,200,20:30,Night(19:01:22:00),slotC,Female,3197,,,,
chandan tivari,Patiala,Salesperson,350,13:00,Afternoon(12:01-16:00),slotB,Male,3198,,,,
mohit,Firozpur,Helper,450,20:30,Night(19:01:22:00),slotC,Male,3199,,,,
rattan vail,Abohar,Labour,250,17:00,Evening(16:01-19:00),slotA,Male,3200,,,,
sachin verma,Sunam,Packing,200,13:30,Afternoon(12:01-16:00),slotB,Female,3201,,,,
priti,Jalandhar,ProductsSampling,200,18:30,Evening(16:01-19:00),slotA,Female,3202,,,,
asha,Kapurthala,Painter,150,08:30,Morning(8:00-12:00),slotB,Male,3203,,,,
raziya,Rajpura,Painter,150,20:30,Night(19:01:22:00),slotA,Male,3204,,,,
harsh @ aman,Khanna,ProductsSampling,350,15:00,Afternoon(12:01-16:00),slotB,Male,3205,,,,
harvinder singh sandhu,Phagwara,Helper,450,10:30,Morning(8:00-12:00),slotB,Female,3206,,,,
abdul rehman,Khanna,Electrician,200,08:30,Morning(8:00-12:00),slotA,Male,3207,,,,
nanak chand,Patiala,Delivery,250,19:30,Night(19:01:22:00),slotC,Male,3208,,,,
amit kumar,Patiala,BrochureDistribution,350,15:30,Afternoon(12:01-16:00),slotB,Male,3209,,,,
dinesh singh,Mohali,Promotions,150,21:00,Night(19:01:22:00),slotB,Male,3210,,,,
mohd israr,Firozpur,Promotions,200,18:30,Evening(16:01-19:00),slotC,Male,3211,,,,
mohd khairul,Pathankot,Welding,350,10:00,Morning(8:00-12:00),slotC,Male,3212,,,,
rohit,Rajpura,Plumbing,350,09:30,Morning(8:00-12:00),slotB,Male,3213,,,,
ramesh,Patiala,BrochureDistribution,150,20:00,Night(19:01:22:00),slotC,Female,3214,,,,
bangali babu,Rajpura,Delivery,250,21:30,Night(19:01:22:00),slotA,Female,3215,,,,
mamta,Amritsar,Electrician,450,16:30,Evening(16:01-19:00),slotA,Male,3216,,,,
punam,Ludhiana,Helper,200,15:00,Afternoon(12:01-16:00),slotB,Male,3217,,,,
divansh,Hoshiarpur,Promotions,150,12:30,Afternoon(12:01-16:00),slotB,Female,3218,,,,
"punit kumar @ ankur m.no.-7404660980, 9813186044.",Rajpura,Carpentering,150,15:30,Afternoon(12:01-16:00),slotA,Male,3219,,,,
ramkesh,Bathinda,Plumbing,450,13:30,Afternoon(12:01-16:00),slotC,Male,3220,,,,
aditya sharma,Rajpura,Helper,400,12:00,Morning(8:00-12:00),slotB,Male,3221,,,,
vishal tiwari,Barnala,Tuitions,400,12:00,Morning(8:00-12:00),slotB,Female,3222,,,,
raj kumar,Mohali,Tuitions,350,20:30,Night(19:01:22:00),slotA,Male,3223,,,,
jat ram,Firozpur,Delivery,200,19:00,Evening(16:01-19:00),slotA,Male,3224,,,,
adesh kumar,Firozpur,Carpentering,450,16:30,Evening(16:01-19:00),slotA,Male,3225,,,,
sonam,Mohali,Sweeping,450,13:00,Afternoon(12:01-16:00),slotA,Female,3226,,,,
pooran chand,Rajpura,BrochureDistribution,350,15:30,Afternoon(12:01-16:00),slotA,Female,3227,,,,
pooja & his daughter partigya,Rajpura,Electrician,300,12:30,Afternoon(12:01-16:00),slotB,Male,3228,,,,
hukam chand,Batala,Helper,200,13:30,Afternoon(12:01-16:00),slotA,Male,3229,,,,
mohd salman,Malerkotla,CarWashing,200,14:30,Afternoon(12:01-16:00),slotB,Male,3230,,,,
nisha,Faridkot,CarWashing,450,13:00,Afternoon(12:01-16:00),slotB,Female,3231,,,,
mobsheera haider (shadiya),Mohali,Sweeping,450,09:00,Morning(8:00-12:00),slotA,Male,3232,,,,
imran s/o maman singh,Firozpur,Labour,400,20:00,Night(19:01:22:00),slotB,Male,3233,,,,
dr. hema hari pago,Pathankot,CarWashing,350,19:00,Evening(16:01-19:00),slotC,Female,3234,,,,
charan jeet singh,Bathinda,Tuitions,250,09:00,Morning(8:00-12:00),slotA,Female,3235,,,,
mantu kumar,Bathinda,Electrician,350,14:30,Afternoon(12:01-16:00),slotC,Male,3236,,,,
ashok kharkwal,Batala,Tuitions,300,18:30,Evening(16:01-19:00),slotA,Male,3237,,,,
ranveer singh,Bathinda,Packing,300,16:00,Afternoon(12:01-16:00),slotC,Male,3238,,,,
ashish,Bathinda,Plumbing,150,13:30,Afternoon(12:01-16:00),slotA,Male,3239,,,,
anuj,Abohar,Helper,200,13:30,Afternoon(12:01-16:00),slotC,Female,3240,,,,
priya sexena,Firozpur,Welding,450,21:30,Night(19:01:22:00),slotB,Male,3241,,,,
manoj kumar,Abohar,Painter,450,09:00,Morning(8:00-12:00),slotC,Female,3242,,,,
dheeraj singh,Abohar,Delivery,350,20:00,Night(19:01:22:00),slotA,Male,3243,,,,
naseem,Muktsar,Painter,450,16:30,Evening(16:01-19:00),slotC,Male,3244,,,,
aditya kasana,Khanna,Welding,350,20:30,Night(19:01:22:00),slotA,Male,3245,,,,
komal / kabila,Amritsar,Salesperson,250,18:30,Evening(16:01-19:00),slotC,Male,3246,,,,
aabid,Khanna,Labour,300,10:00,Morning(8:00-12:00),slotB,Male,3247,,,,
rohan,Barnala,Helper,400,19:30,Night(19:01:22:00),slotA,Male,3248,,,,
amrudin,Firozpur,BrochureDistribution,250,10:30,Morning(8:00-12:00),slotA,Male,3249,,,,
bittu paswan,Bathinda,Helper,350,19:30,Night(19:01:22:00),slotB,Female,3250,,,,
pankaj kumar,Rajpura,Helper,450,10:30,Morning(8:00-12:00),slotB,Male,3251,,,,
shivani,Pathankot,Carpentering,200,16:30,Evening(16:01-19:00),slotB,Male,3252,,,,
khshbu,Phagwara,Promotions,450,19:30,Night(19:01:22:00),slotA,Male,3253,,,,
balwant singh,Amritsar,Labour,150,15:00,Afternoon(12:01-16:00),slotC,Male,3254,,,,
sameem,Amritsar,Salesperson,300,13:00,Afternoon(12:01-16:00),slotB,Male,3255,,,,
nazeem,Patiala,BrochureDistribution,250,09:30,Morning(8:00-12:00),slotA,Male,3256,,,,
rehman khan,Muktsar,Welding,150,20:00,Night(19:01:22:00),slotC,Male,3257,,,,
amit @ gajju,Batala,Carpentering,350,11:00,Morning(8:00-12:00),slotA,Male,3258,,,,
lekhraj,Moga,Delivery,300,12:30,Afternoon(12:01-16:00),slotC,Male,3259,,,,
satish kumar,Pathankot,Sweeping,250,10:00,Morning(8:00-12:00),slotB,Female,3260,,,,
akash,Sunam,Carpentering,350,16:30,Evening(16:01-19:00),slotB,Male,3261,,,,
vinay,Malerkotla,CarWashing,400,18:00,Evening(16:01-19:00),slotC,Male,3262,,,,
rohit kumar,Mohali,Plumbing,250,14:00,Afternoon(12:01-16:00),slotC,Male,3263,,,,
sanjay kumar s/o,Faridkot,ProductsSampling,350,09:00,Morning(8:00-12:00),slotC,Male,3264,,,,
deepak,Jalandhar,Promotions,450,16:00,Afternoon(12:01-16:00),slotC,Female,3265,,,,
aadil,Malerkotla,Delivery,300,17:30,Evening(16:01-19:00),slotB,Male,3266,,,,
faijal,Khanna,Packing,150,12:00,Morning(8:00-12:00),slotB,Female,3267,,,,
sapna,Batala,Plumbing,400,13:00,Afternoon(12:01-16:00),slotB,Male,3268,,,,
tufel,Malerkotla,Welding,300,19:00,Evening(16:01-19:00),slotC,Male,3269,,,,
harsh,Mohali,Sweeping,400,15:00,Afternoon(12:01-16:00),slotB,Male,3270,,,,
mohd. firoz,Rajpura,Sweeping,150,20:00,Night(19:01:22:00),slotA,Female,3271,,,,
asha kumari,Hoshiarpur,Sweeping,250,21:00,Night(19:01:22:00),slotC,Male,3272,,,,
ajit,Barnala,Labour,450,20:30,Night(19:01:22:00),slotA,Male,3273,,,,
jyoti,Rajpura,BrandingOfProducts,350,09:30,Morning(8:00-12:00),slotB,Female,3274,,,,
ankit,Rajpura,Painter,250,14:00,Afternoon(12:01-16:00),slotB,Female,3275,,,,
pavan sharma,Rajpura,Helper,450,11:00,Morning(8:00-12:00),slotC,Male,3276,,,,
astha,Barnala,BrandingOfProducts,400,14:00,Afternoon(12:01-16:00),slotB,Female,3277,,,,
gaurav sukla,Rajpura,Tuitions,400,12:00,Morning(8:00-12:00),slotB,Male,3278,,,,
ram kishan,Patiala,Salesperson,400,20:30,Night(19:01:22:00),slotA,Male,3279,,,,
som dutt,Bathinda,Labour,450,19:30,Night(19:01:22:00),slotB,Male,3280,,,,
pooja,Batala,Labour,250,11:00,Morning(8:00-12:00),slotC,Male,3281,,,,
sachin pal,Patiala,Delivery,200,18:30,Evening(16:01-19:00),slotC,Female,3282,,,,
aamir hussain,Malerkotla,Helper,150,10:00,Morning(8:00-12:00),slotB,Female,3283,,,,
arun,Rajpura,CarWashing,400,16:00,Afternoon(12:01-16:00),slotC,Male,3284,,,,
manju,Moga,Tuitions,250,12:00,Morning(8:00-12:00),slotA,Female,3285,,,,
shamim ansari,Khanna,Delivery,200,18:30,Evening(16:01-19:00),slotA,Male,3286,,,,
